SessionID,CustomerID,SessionDate,PageViews,BounceRate,TimeOnSite_Min
1269,2979,2021-02-20,1,0.17,10.4
1270,3246,2022-01-12,6,0.7,12.17
1271,1162,2021-09-24,9,0.27,2.34
1272,2194,2022-02-23,9,0.53,3.08
1273,1307,2022-06-28,1,0.73,12.9
1274,3342,2021-02-02,1,0.69,6.58
1275,2320,2022-02-16,8,0.15,13.62
1276,3757,2023-03-20,10,0.38,13.36
1277,1171,2020-07-24,6,0.2,7.13
1278,3859,2023-01-01,2,0.45,6.79
1279,2395,2023-02-22,7,0.8,14.56
1280,100,2021-10-28,7,0.84,11.45
1281,797,2020-09-17,1,0.21,6.04
1282,2557,2020-06-21,9,0.49,13.97
1283,253,2021-06-17,10,0.22,5.57
1284,1712,2020-09-01,6,0.14,8.69
1285,2039,2021-04-02,7,0.59,1.26
1286,3702,2021-12-11,9,0.74,7.48
1287,2814,2022-04-25,9,0.5,2.36
1288,1393,2022-03-09,4,0.61,5.03
1289,1633,2022-04-21,1,0.89,9.96
1290,2024,2021-11-11,7,0.36,5.1
1291,220,2022-04-26,4,0.78,11.57
1292,1800,2022-10-29,4,0.86,11.59
1293,3948,2021-10-14,7,0.15,10.82
1294,3606,2022-09-19,7,0.1,8.47
1295,2682,2023-01-15,1,0.41,8.91
1296,737,2023-03-13,8,0.4,12.16
1297,957,2022-12-27,5,0.47,9.55
1298,2710,2021-02-08,6,0.7,12.5
1299,1745,2020-10-17,5,0.48,2.77
1300,2320,2020-10-23,10,0.12,12.88
1301,3419,2021-05-27,5,0.39,14.97
1302,2085,2022-10-22,1,0.36,9.83
1303,1078,2021-11-17,2,0.82,8.64
1304,1873,2022-04-15,8,0.36,7.75
1305,2943,2021-03-05,9,0.72,8.59
1306,1074,2022-03-28,8,0.35,6.36
1307,3787,2020-08-02,3,0.5,11.98
1308,301,2022-10-03,3,0.38,4.13
1309,3072,2022-01-16,6,0.65,14.47
1310,1237,2022-04-03,2,0.36,6.18
1311,1967,2021-08-01,2,0.25,3.2
1312,2583,2021-08-24,2,0.17,7.13
1313,1794,2022-03-03,8,0.64,14.72
1314,2408,2022-09-23,1,0.68,2.71
1315,1511,2020-10-01,2,0.8,9.89
1316,219,2020-10-23,9,0.12,11.48
1317,1802,2020-05-17,2,0.2,14.55
1318,2369,2022-10-27,8,0.31,13.95
1319,2882,2021-07-19,6,0.15,6.99
1320,121,2021-09-02,4,0.27,11.8
1321,1374,2021-05-16,7,0.66,3.04
1322,1396,2023-02-05,9,0.56,13.84
1323,2565,2020-05-08,8,0.28,7.52
1324,3232,2020-12-10,4,0.13,14.1
1325,1960,2022-07-15,3,0.78,9.44
1326,3838,2023-03-31,1,0.39,3.78
1327,2489,2022-11-27,8,0.16,5.22
1328,3286,2023-03-05,4,0.48,9.54
1329,1653,2021-06-06,10,0.17,10.03
1330,912,2021-07-08,2,0.55,13.51
1331,1575,2021-02-10,10,0.33,3.66
1332,1837,2022-08-18,4,0.87,5.9
1333,3454,2022-06-30,2,0.63,13.62
1334,3290,2020-11-01,10,0.88,4.92
1335,1190,2021-11-07,9,0.71,6.15
1336,1858,2022-10-01,10,0.36,2.52
1337,1109,2022-02-24,7,0.66,12.06
1338,3335,2021-12-19,9,0.46,8.71
1339,2461,2022-09-05,7,0.72,4.36
1340,1816,2021-06-08,3,0.26,4.94
1341,2455,2020-10-06,4,0.75,10.68
1342,3449,2021-04-01,4,0.18,8.98
1343,1971,2023-02-13,3,0.36,9.55
1344,2868,2021-11-25,8,0.11,1.08
1345,1546,2021-11-23,4,0.72,8.65
1346,2873,2022-04-27,7,0.44,5.24
1347,1186,2021-05-24,8,0.62,6.44
1348,1535,2022-07-28,8,0.35,11.27
1349,1541,2022-06-19,7,0.86,3.84
1350,2883,2022-01-23,1,0.39,14.59
1351,3130,2022-05-27,4,0.52,12.8
1352,3408,2022-10-26,3,0.26,13.36
1353,486,2022-09-23,10,0.47,2.31
1354,2262,2021-11-29,9,0.24,7.5
1355,622,2022-10-23,8,0.39,8.33
1356,677,2020-04-13,3,0.18,8.89
1357,3765,2022-06-16,4,0.42,8.38
1358,3623,2022-04-14,9,0.62,1.95
1359,2701,2022-06-15,9,0.86,6.42
1360,3978,2022-01-19,7,0.72,13.58
1361,3271,2021-03-27,9,0.15,13.7
1362,279,2022-08-26,10,0.14,11.18
1363,1149,2020-08-01,6,0.24,10.41
1364,1062,2021-07-06,6,0.5,1.33
1365,3316,2020-10-07,2,0.64,9.35
1366,1228,2022-07-17,5,0.18,9.56
1367,551,2023-03-13,10,0.45,4.04
1368,2993,2021-04-07,9,0.15,3.97
1369,1494,2021-08-16,1,0.59,13.8
1370,201,2022-09-25,5,0.31,8.43
1371,3180,2020-05-30,9,0.56,14.22
1372,3893,2022-11-25,9,0.3,4.57
1373,1692,2021-06-18,9,0.4,10.69
1374,882,2022-11-04,7,0.15,2.4
1375,342,2020-06-22,9,0.65,6.91
1376,1255,2023-03-04,7,0.34,5.48
1377,3274,2021-06-12,10,0.48,10.57
1378,349,2021-06-27,1,0.52,11.15
1379,139,2021-05-10,4,0.46,3.42
1380,1998,2022-03-26,4,0.45,2.77
1381,59,2021-06-08,9,0.5,5.02
1382,84,2021-01-15,6,0.73,5.48
1383,18,2022-03-13,2,0.29,11.28
1384,1521,2020-06-22,2,0.33,3.34
1385,1937,2022-03-05,8,0.63,6.43
1386,2384,2020-10-31,5,0.48,9.43
1387,3348,2021-10-15,4,0.26,2.56
1388,1300,2021-07-11,3,0.46,11.11
1389,2192,2021-05-29,6,0.62,9.63
1390,2437,2021-09-16,7,0.21,8.39
1391,2181,2020-11-20,8,0.52,11.01
1392,2592,2022-04-17,5,0.82,11.7
1393,1818,2022-08-20,8,0.46,6.69
1394,3712,2021-12-31,3,0.19,9.6
1395,243,2020-07-09,9,0.63,12.79
1396,2375,2020-07-04,3,0.35,5.81
1397,1271,2022-10-22,3,0.31,8.87
1398,3667,2021-09-01,7,0.46,9.54
1399,398,2021-04-28,10,0.14,7.49
1400,2245,2022-03-16,7,0.48,4.8
1401,3935,2023-01-04,1,0.18,14.85
1402,3963,2020-12-10,2,0.28,3.29
1403,1416,2022-08-02,9,0.43,8.53
1404,780,2022-04-09,4,0.59,12.25
1405,2260,2021-06-05,10,0.52,2.93
1406,353,2020-06-25,5,0.44,8.01
1407,2745,2022-03-10,3,0.55,13.51
1408,821,2021-08-07,1,0.28,6.62
1409,3816,2020-08-19,5,0.61,1.73
1410,992,2022-11-10,4,0.49,13.96
1411,766,2021-04-17,10,0.23,3.04
1412,3655,2022-11-06,6,0.1,6.58
1413,3630,2020-10-10,2,0.22,6.99
1414,1365,2021-04-28,7,0.61,1.51
1415,706,2021-11-15,2,0.33,11.96
1416,3183,2020-04-12,2,0.11,9.36
1417,476,2021-04-07,7,0.38,10.32
1418,1899,2022-02-27,5,0.37,5.35
1419,317,2022-07-28,1,0.14,7.64
1420,3853,2020-12-18,5,0.78,2.82
1421,3030,2022-08-17,5,0.79,10.11
1422,3925,2020-05-19,1,0.83,5.41
1423,2546,2021-03-21,6,0.63,8.7
1424,2606,2021-08-02,8,0.65,12.54
1425,1702,2022-01-03,8,0.72,3.78
1426,322,2022-06-22,7,0.89,6.23
1427,3942,2022-10-17,10,0.81,1.64
1428,1634,2022-11-03,1,0.6,10.5
1429,3058,2023-03-07,2,0.79,12.39
1430,1701,2020-09-26,4,0.64,4.54
1431,3048,2023-02-15,6,0.13,1.31
1432,1340,2020-04-29,3,0.22,7.42
1433,2170,2022-08-18,5,0.3,12.65
1434,2220,2023-01-09,7,0.37,13.85
1435,72,2022-12-31,1,0.78,14.62
1436,685,2021-10-31,8,0.81,10.41
1437,1733,2022-07-11,2,0.17,6.76
1438,1889,2022-05-09,9,0.4,9.02
1439,737,2022-04-17,4,0.67,14.75
1440,3448,2022-03-15,9,0.68,5.81
1441,543,2020-04-01,9,0.49,5.43
1442,3530,2022-03-31,1,0.31,1.98
1443,3317,2021-10-09,6,0.23,12.05
1444,1987,2020-05-16,3,0.71,1.7
1445,3315,2020-09-13,7,0.84,4.83
1446,1507,2021-01-23,1,0.83,4.45
1447,2465,2022-09-12,10,0.87,7.41
1448,1116,2023-01-12,5,0.61,5.02
1449,3748,2023-02-09,3,0.57,5.33
1450,396,2022-11-26,9,0.44,13.87
1451,500,2021-03-01,5,0.8,1.75
1452,2481,2022-10-21,8,0.2,9.91
1453,917,2022-12-02,5,0.83,7.73
1454,691,2020-12-26,4,0.63,5.14
1455,85,2021-08-14,1,0.43,9.79
1456,3546,2021-12-03,1,0.13,9.01
1457,359,2022-03-03,5,0.33,3.43
1458,3065,2022-11-07,3,0.56,4.47
1459,3147,2022-04-13,5,0.2,2.8
1460,1352,2023-03-11,7,0.38,5.88
1461,1669,2021-07-17,8,0.88,1.7
1462,3013,2023-02-15,5,0.51,2.0
1463,935,2021-12-04,6,0.48,9.02
1464,3110,2021-04-16,6,0.71,12.61
1465,3234,2020-08-21,4,0.31,14.83
1466,1957,2022-04-15,6,0.87,10.11
1467,762,2022-04-20,5,0.26,4.71
1468,1827,2020-07-14,8,0.65,8.2
1469,3575,2022-06-15,7,0.78,4.03
1470,964,2021-12-18,10,0.36,10.08
1471,3457,2021-01-07,6,0.85,8.56
1472,222,2021-12-23,6,0.6,11.39
1473,164,2021-12-23,2,0.22,3.29
1474,933,2022-02-12,2,0.25,5.32
1475,270,2022-06-29,2,0.88,8.15
1476,3667,2021-12-30,5,0.31,7.94
1477,2504,2020-07-18,9,0.57,11.74
1478,674,2021-12-19,1,0.49,6.18
1479,295,2021-03-28,8,0.12,6.19
1480,3928,2021-03-18,7,0.85,6.39
1481,1096,2022-08-21,3,0.46,3.51
1482,1026,2021-12-01,4,0.2,5.69
1483,3207,2021-02-17,1,0.87,7.94
1484,1757,2022-07-09,1,0.3,7.88
1485,3781,2020-10-03,9,0.6,12.08
1486,2555,2021-04-11,8,0.58,8.24
1487,1420,2020-04-17,6,0.23,14.59
1488,3596,2021-02-02,10,0.57,7.09
1489,1932,2020-11-08,7,0.55,2.52
1490,2116,2021-12-29,5,0.39,4.75
1491,3430,2020-10-19,9,0.64,14.75
1492,3665,2021-07-15,8,0.88,13.46
1493,2001,2023-02-28,9,0.23,12.32
1494,3417,2022-11-12,1,0.18,12.25
1495,896,2022-06-11,2,0.35,11.13
1496,1463,2022-01-15,3,0.49,4.98
1497,2028,2021-07-15,8,0.87,6.06
1498,704,2020-05-13,4,0.25,3.87
1499,1077,2022-11-04,10,0.85,4.19
1500,606,2021-04-28,5,0.75,5.61
1501,3026,2021-12-17,2,0.59,6.92
1502,3961,2021-12-07,8,0.4,9.83
1503,3224,2021-10-21,2,0.74,12.22
1504,1477,2021-06-05,3,0.5,6.94
1505,1283,2022-08-29,10,0.39,12.43
1506,3422,2022-04-26,8,0.15,1.07
1507,2321,2022-03-04,3,0.85,4.18
1508,322,2020-05-18,7,0.25,9.6
1509,1592,2021-07-30,6,0.82,13.42
1510,2424,2021-03-16,10,0.27,11.22
1511,3162,2021-12-04,10,0.83,10.57
1512,2758,2021-07-06,5,0.64,12.11
1513,2621,2021-05-23,3,0.42,8.22
1514,3942,2021-04-21,8,0.35,2.24
1515,3986,2021-05-04,3,0.63,11.64
1516,1088,2022-08-23,9,0.49,13.03
1517,1218,2023-01-05,8,0.36,9.44
1518,417,2021-09-05,5,0.79,5.2
1519,1509,2021-06-21,5,0.75,12.19
1520,181,2020-09-08,10,0.4,4.78
1521,2376,2020-10-22,7,0.24,4.68
1522,1022,2020-09-17,9,0.32,14.52
1523,46,2023-01-10,8,0.46,10.31
1524,2647,2022-03-24,8,0.78,4.2
1525,1622,2021-11-12,9,0.37,10.06
1526,1059,2020-12-21,6,0.64,13.54
1527,1627,2020-06-15,6,0.17,13.71
1528,2151,2022-07-20,4,0.17,8.44
1529,2436,2023-01-09,3,0.9,7.68
1530,3020,2020-05-19,2,0.32,12.6
1531,2508,2020-07-28,7,0.44,13.77
1532,803,2023-03-25,7,0.74,11.19
1533,2702,2020-12-31,1,0.87,11.08
1534,1182,2022-07-04,5,0.29,14.93
1535,2438,2022-11-13,1,0.89,6.49
1536,1145,2021-04-23,6,0.46,10.72
1537,31,2021-05-01,6,0.44,9.99
1538,3461,2022-05-29,6,0.7,13.35
1539,3137,2020-12-11,10,0.61,7.72
1540,2629,2022-07-07,2,0.71,5.73
1541,3267,2020-04-15,9,0.36,1.29
1542,2670,2020-05-07,4,0.29,9.57
1543,759,2023-02-12,7,0.71,3.6
1544,2441,2022-10-03,8,0.61,13.09
1545,138,2020-12-10,7,0.86,5.68
1546,1663,2020-04-30,4,0.77,12.07
1547,1790,2021-10-05,4,0.72,13.23
1548,971,2021-04-18,9,0.58,14.31
1549,3549,2021-11-20,2,0.61,12.65
1550,143,2021-08-13,10,0.26,14.08
1551,743,2020-05-11,2,0.38,1.79
1552,3095,2021-06-23,1,0.45,2.7
1553,3786,2022-12-10,1,0.28,12.86
1554,3829,2021-10-04,1,0.37,1.82
1555,2028,2021-12-12,2,0.47,12.76
1556,2213,2022-06-24,8,0.59,10.45
1557,3810,2022-01-23,10,0.56,4.99
1558,1025,2022-11-18,1,0.55,9.71
1559,638,2022-01-11,9,0.47,9.62
1560,145,2022-10-17,3,0.22,13.08
1561,1470,2020-06-01,4,0.11,10.37
1562,3348,2020-05-30,9,0.51,10.97
1563,3757,2020-08-02,10,0.53,13.69
1564,1312,2022-10-21,5,0.72,7.37
1565,2930,2020-12-20,7,0.89,11.37
1566,2389,2021-03-06,7,0.9,7.26
1567,92,2021-01-18,9,0.25,10.74
1568,3517,2020-08-17,1,0.56,7.16
1569,3582,2021-08-05,5,0.49,5.66
1570,2088,2020-10-24,1,0.19,14.92
1571,1757,2021-07-11,7,0.46,3.12
1572,3261,2020-04-23,2,0.77,6.35
1573,3541,2021-05-29,2,0.32,8.5
1574,2693,2020-10-08,3,0.86,11.53
1575,3352,2021-07-31,5,0.85,10.0
1576,747,2022-12-16,4,0.46,6.88
1577,760,2022-03-10,1,0.55,10.38
1578,13,2021-08-22,4,0.63,6.23
1579,3437,2022-06-08,7,0.61,7.57
1580,298,2023-03-08,2,0.74,2.65
1581,3967,2021-05-20,2,0.39,8.18
1582,2357,2023-03-16,4,0.4,9.12
1583,1710,2020-11-12,1,0.32,7.16
1584,430,2022-03-19,5,0.45,5.27
1585,3276,2022-01-18,5,0.15,5.86
1586,2290,2022-06-13,2,0.36,9.47
1587,487,2022-01-09,10,0.3,3.18
1588,2571,2020-08-23,10,0.81,15.0
1589,55,2023-01-08,10,0.88,3.25
1590,273,2020-12-28,10,0.14,9.73
1591,646,2022-04-17,1,0.61,12.58
1592,2185,2022-02-27,2,0.81,12.66
1593,262,2022-09-04,2,0.44,9.94
1594,3100,2021-02-01,2,0.18,11.63
1595,222,2021-04-11,10,0.32,14.58
1596,3029,2021-03-18,8,0.14,14.57
1597,1338,2021-04-07,9,0.7,5.82
1598,3873,2021-08-24,5,0.9,1.16
1599,3494,2022-02-07,8,0.49,10.58
1600,2516,2022-11-13,8,0.24,14.98
1601,3378,2021-07-27,4,0.15,2.17
1602,22,2020-11-27,9,0.79,2.29
1603,3286,2020-05-01,10,0.55,7.09
1604,1334,2020-08-24,5,0.59,9.87
1605,124,2022-08-05,7,0.31,14.44
1606,1537,2021-05-21,5,0.57,12.8
1607,1448,2021-05-04,4,0.24,6.08
1608,780,2021-08-11,10,0.13,1.14
1609,3829,2022-02-25,4,0.27,14.05
1610,3599,2021-12-03,3,0.45,11.53
1611,22,2021-11-09,1,0.53,9.08
1612,575,2020-08-09,7,0.5,4.29
1613,3460,2022-01-04,6,0.31,10.72
1614,2292,2023-02-03,9,0.73,2.28
1615,1217,2020-12-29,1,0.19,5.39
1616,2006,2022-09-11,8,0.42,4.87
1617,1248,2021-10-18,6,0.8,2.44
1618,580,2020-06-22,9,0.71,6.08
1619,1394,2022-01-04,4,0.23,14.09
1620,169,2021-06-12,6,0.11,11.61
1621,3633,2020-07-11,8,0.29,7.48
1622,3136,2020-04-22,6,0.22,14.73
1623,510,2021-02-27,3,0.32,4.52
1624,1603,2020-07-30,2,0.69,8.97
1625,3130,2022-07-10,10,0.81,5.56
1626,147,2021-07-21,3,0.54,7.87
1627,974,2020-07-07,6,0.12,6.88
1628,3956,2022-12-15,6,0.72,11.09
1629,403,2023-01-06,5,0.73,3.39
1630,440,2022-04-27,1,0.48,10.5
1631,3698,2021-04-17,9,0.4,6.11
1632,1209,2023-02-03,9,0.45,3.52
1633,435,2021-01-06,8,0.12,6.99
1634,3937,2022-12-18,6,0.8,14.32
1635,2918,2021-12-25,7,0.12,1.85
1636,1677,2021-10-25,9,0.21,10.47
1637,582,2020-11-05,3,0.7,14.12
1638,2001,2021-02-24,7,0.89,6.23
1639,3172,2021-05-03,2,0.17,3.77
1640,2887,2022-12-12,8,0.7,14.83
1641,3403,2022-01-25,5,0.71,12.61
1642,773,2021-10-26,8,0.48,5.72
1643,3592,2023-03-26,9,0.51,10.46
1644,174,2021-10-15,8,0.17,14.82
1645,1075,2021-06-12,10,0.53,1.11
1646,2467,2022-01-28,6,0.3,3.58
1647,2580,2020-07-08,9,0.69,2.05
1648,3592,2020-10-16,3,0.62,11.87
1649,2405,2023-01-19,7,0.74,5.62
1650,1795,2020-07-05,4,0.71,7.81
1651,113,2021-03-09,5,0.75,5.65
1652,3419,2022-07-21,6,0.84,3.17
1653,1167,2021-06-10,3,0.11,14.51
1654,1639,2021-12-31,5,0.72,12.64
1655,2631,2022-03-08,3,0.57,10.62
1656,2793,2023-02-14,2,0.27,1.8
1657,1815,2020-12-26,9,0.64,14.2
1658,2018,2022-02-06,7,0.56,12.16
1659,3380,2021-05-10,10,0.58,5.76
1660,1986,2021-07-15,7,0.63,8.41
1661,2089,2023-02-13,3,0.59,1.99
1662,1609,2020-06-20,10,0.51,11.23
1663,3352,2020-07-28,5,0.66,7.79
1664,2604,2022-10-23,8,0.74,2.48
1665,1183,2022-06-06,4,0.44,3.67
1666,1052,2022-11-16,6,0.4,5.66
1667,1803,2020-12-25,3,0.35,1.48
1668,3366,2022-06-02,7,0.59,2.03
1669,154,2022-10-22,6,0.23,8.4
1670,3988,2020-09-25,10,0.64,12.52
1671,31,2021-07-11,9,0.71,8.27
1672,966,2023-02-20,1,0.52,2.28
1673,1964,2021-02-21,8,0.18,9.34
1674,1367,2021-09-01,4,0.66,1.36
1675,219,2021-02-24,9,0.12,10.1
1676,782,2021-09-10,9,0.33,11.95
1677,1629,2022-12-22,4,0.74,7.83
1678,213,2021-05-13,4,0.24,13.02
1679,1125,2021-01-05,8,0.78,3.97
1680,3154,2021-09-15,4,0.72,2.02
1681,1080,2022-12-05,2,0.65,8.06
1682,3022,2022-01-28,4,0.51,5.16
1683,2797,2020-10-12,1,0.72,14.77
1684,2807,2022-07-07,8,0.36,11.8
1685,2174,2023-02-03,5,0.24,8.77
1686,21,2022-01-17,1,0.15,8.36
1687,501,2022-12-31,5,0.47,9.38
1688,1557,2020-04-04,2,0.2,14.5
1689,617,2022-05-12,10,0.65,5.33
1690,1890,2023-03-14,4,0.15,10.6
1691,2620,2022-06-04,3,0.16,8.39
1692,2255,2020-08-10,1,0.35,10.85
1693,3577,2021-04-21,8,0.78,8.36
1694,2689,2022-05-28,2,0.8,8.46
1695,3251,2021-06-15,3,0.12,4.06
1696,532,2022-03-08,2,0.4,2.82
1697,1457,2021-08-31,3,0.8,2.25
1698,2403,2020-07-23,2,0.11,5.82
1699,1221,2021-04-16,1,0.11,13.58
1700,696,2021-05-05,8,0.58,12.74
1701,2857,2020-06-07,2,0.28,13.14
1702,2202,2022-03-21,3,0.26,10.13
1703,633,2023-02-09,4,0.63,14.37
1704,1257,2021-05-30,1,0.78,10.14
1705,68,2022-11-17,2,0.77,5.36
1706,766,2020-08-16,5,0.41,6.43
1707,3009,2022-05-22,7,0.13,7.52
1708,2439,2021-08-06,8,0.23,9.86
1709,3520,2020-04-29,6,0.14,10.98
1710,2572,2021-11-03,1,0.45,12.79
1711,1789,2023-03-22,6,0.28,14.45
1712,221,2022-07-12,1,0.19,6.63
1713,3546,2020-11-02,7,0.21,14.64
1714,147,2023-02-05,5,0.77,9.07
1715,850,2021-05-10,2,0.49,1.5
1716,956,2020-06-20,2,0.75,14.27
1717,1073,2021-09-20,4,0.28,2.76
1718,375,2023-02-08,7,0.45,1.77
1719,2276,2021-08-03,3,0.33,1.0
1720,3221,2021-05-24,2,0.61,3.82
1721,274,2022-01-09,7,0.43,4.34
1722,636,2021-09-28,1,0.28,6.37
1723,221,2020-07-31,6,0.48,3.81
1724,1486,2020-10-21,2,0.57,13.23
1725,501,2020-07-02,1,0.12,8.74
1726,614,2021-12-15,7,0.21,6.28
1727,2081,2022-11-15,1,0.17,5.34
1728,3259,2020-05-06,4,0.62,4.75
1729,3898,2023-01-24,1,0.87,11.94
1730,1564,2022-12-01,10,0.3,9.86
1731,845,2022-12-28,6,0.51,10.46
1732,3968,2022-01-30,7,0.79,5.03
1733,3331,2020-09-16,1,0.18,2.48
1734,3667,2020-08-27,1,0.21,3.37
1735,459,2022-11-26,7,0.88,2.47
1736,1540,2021-09-24,9,0.85,1.1
1737,504,2022-10-07,10,0.19,7.81
1738,807,2022-03-07,1,0.47,5.81
1739,1547,2021-03-06,3,0.41,13.65
1740,168,2022-12-19,6,0.74,4.93
1741,1627,2022-02-12,7,0.62,10.27
1742,1909,2020-11-28,5,0.89,11.27
1743,925,2021-08-23,6,0.44,13.32
1744,2821,2021-04-06,8,0.73,3.31
1745,324,2020-04-02,1,0.31,14.58
1746,361,2021-03-27,8,0.16,1.42
1747,336,2020-10-02,7,0.73,5.75
1748,605,2021-08-04,8,0.4,5.13
1749,1483,2022-07-11,5,0.73,11.12
1750,160,2021-05-29,2,0.65,9.15
1751,1203,2021-11-10,5,0.37,1.9
1752,1523,2021-07-25,6,0.56,5.97
1753,111,2021-03-21,1,0.14,9.79
1754,771,2022-10-13,7,0.68,5.9
1755,2685,2021-04-24,4,0.88,6.95
1756,1746,2021-05-27,3,0.75,10.63
1757,3012,2020-10-16,5,0.26,9.81
1758,105,2022-07-29,10,0.12,8.29
1759,1763,2020-04-26,5,0.36,10.03
1760,1179,2023-03-05,5,0.67,10.31
1761,2701,2021-08-11,1,0.22,3.77
1762,1610,2021-04-30,8,0.34,7.89
1763,3592,2023-02-10,1,0.23,6.08
1764,2603,2020-04-27,6,0.83,3.83
1765,1993,2020-07-05,4,0.3,2.31
1766,1555,2022-09-25,3,0.9,8.64
1767,2674,2020-12-13,6,0.34,1.97
1768,84,2021-02-22,5,0.64,2.35
1769,3243,2020-09-14,8,0.59,5.91
1770,3397,2022-09-11,5,0.54,8.75
1771,2083,2021-10-04,4,0.59,3.96
1772,1558,2020-06-14,7,0.59,13.65
1773,1935,2022-04-04,9,0.23,9.19
1774,260,2022-08-19,7,0.86,2.91
1775,2103,2022-05-12,7,0.33,4.89
1776,2035,2021-04-13,8,0.4,7.49
1777,1411,2020-04-24,7,0.24,13.59
1778,350,2021-09-14,5,0.84,1.81
1779,1984,2023-02-28,5,0.3,14.78
1780,3554,2021-01-19,10,0.55,5.99
1781,3853,2022-09-21,10,0.56,3.39
1782,3819,2020-05-12,2,0.11,8.29
1783,735,2020-05-29,2,0.3,8.4
1784,3681,2021-04-08,6,0.65,2.97
1785,132,2021-05-27,3,0.85,10.42
1786,1496,2022-12-11,7,0.37,8.9
1787,870,2022-12-09,2,0.79,8.88
1788,2395,2021-02-19,1,0.72,3.6
1789,1660,2021-01-15,10,0.72,13.34
1790,1328,2022-11-24,4,0.11,7.06
1791,1028,2020-12-04,1,0.69,8.58
1792,1053,2021-11-25,4,0.55,8.38
1793,2827,2020-11-07,2,0.69,9.92
1794,317,2020-05-10,7,0.57,10.74
1795,1146,2021-08-27,10,0.79,2.72
1796,1406,2023-02-23,6,0.11,7.85
1797,3340,2021-10-18,10,0.47,9.43
1798,1228,2021-10-24,5,0.88,11.63
1799,2897,2021-09-20,5,0.12,7.11
1800,2744,2021-11-16,5,0.3,7.36
1801,1729,2020-11-16,8,0.27,10.01
1802,3155,2022-05-25,2,0.72,13.96
1803,2239,2021-07-13,6,0.43,6.94
1804,2467,2022-10-30,10,0.83,9.75
1805,3697,2022-05-14,7,0.24,6.73
1806,2854,2021-10-30,8,0.27,14.49
1807,1162,2021-11-19,8,0.7,3.67
1808,2736,2021-09-19,2,0.56,14.84
1809,1292,2022-02-17,7,0.42,5.5
1810,1976,2022-07-28,5,0.15,4.27
1811,2509,2023-03-11,1,0.81,6.56
1812,1161,2021-03-08,3,0.86,11.92
1813,3347,2021-03-23,7,0.75,8.66
1814,1516,2022-10-11,1,0.85,12.34
1815,3931,2021-04-13,10,0.18,12.09
1816,1717,2022-10-23,5,0.25,4.33
1817,5,2022-09-19,8,0.3,10.26
1818,2444,2021-06-24,4,0.53,1.94
1819,2008,2021-02-17,9,0.9,3.7
1820,184,2020-07-21,4,0.38,10.44
1821,1072,2020-05-16,7,0.7,3.0
1822,1483,2022-09-16,2,0.19,14.98
1823,3451,2023-02-24,7,0.84,3.39
1824,1811,2021-09-28,4,0.3,8.54
1825,3443,2020-08-02,6,0.35,4.93
1826,1538,2022-07-18,6,0.73,6.85
1827,3742,2022-05-24,8,0.82,14.86
1828,1750,2022-05-30,2,0.72,8.17
1829,1010,2021-10-02,10,0.24,6.63
1830,1331,2022-02-21,1,0.11,13.15
1831,466,2022-07-29,10,0.31,8.68
1832,3104,2022-02-13,2,0.34,10.35
1833,2802,2022-07-04,9,0.69,13.46
1834,1101,2021-01-16,6,0.82,1.14
1835,3835,2022-07-02,1,0.81,12.09
1836,2363,2020-04-24,2,0.51,9.69
1837,1743,2023-02-19,5,0.33,6.63
1838,2872,2022-08-28,9,0.52,3.39
1839,3146,2021-09-11,8,0.26,10.69
1840,1521,2022-04-20,9,0.47,11.7
1841,3231,2021-01-05,4,0.16,8.9
1842,2414,2022-06-01,9,0.17,7.32
1843,3810,2021-04-12,3,0.57,3.82
1844,1155,2022-10-26,5,0.37,10.1
1845,2942,2022-02-22,9,0.73,4.22
1846,2078,2022-06-15,2,0.62,6.63
1847,878,2021-02-03,7,0.3,3.59
1848,2179,2020-04-19,4,0.55,14.63
1849,1766,2023-02-24,2,0.26,4.27
1850,1012,2020-07-20,3,0.81,3.26
1851,2458,2022-08-20,9,0.18,2.05
1852,537,2022-10-23,4,0.63,3.6
1853,840,2022-08-22,9,0.3,14.06
1854,168,2022-02-01,4,0.42,1.89
1855,1365,2021-10-14,4,0.3,5.35
1856,2829,2022-12-07,9,0.46,1.19
1857,178,2022-12-26,8,0.35,14.92
1858,509,2022-10-02,3,0.43,10.67
1859,3852,2023-02-21,9,0.51,1.05
1860,466,2022-06-21,4,0.57,6.84
1861,1693,2021-06-29,2,0.24,8.15
1862,1738,2021-12-19,8,0.59,4.1
1863,2612,2022-12-13,6,0.82,8.94
1864,2975,2023-03-11,9,0.81,14.52
1865,3840,2020-04-28,8,0.62,8.24
1866,1000,2022-03-02,7,0.56,4.5
1867,714,2021-06-29,4,0.76,6.9
1868,2021,2021-09-13,3,0.29,14.53
1869,3428,2022-01-12,1,0.45,9.85
1870,3134,2020-12-01,7,0.18,10.51
1871,3354,2023-02-04,7,0.74,10.41
1872,1750,2021-08-10,4,0.89,12.45
1873,1807,2023-02-19,8,0.54,1.9
1874,3666,2021-11-07,5,0.41,1.52
1875,1024,2022-12-21,5,0.66,2.08
1876,3994,2022-03-28,9,0.81,1.01
1877,2444,2020-04-06,8,0.18,14.78
1878,1387,2021-02-19,1,0.89,3.82
1879,3258,2020-11-30,3,0.33,7.25
1880,3753,2022-02-25,6,0.42,4.0
1881,2336,2020-09-02,9,0.62,8.79
